ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
36274,21.0,Diploma,2.3,Data Analyst,83.0,93.0,,2.0,237.0,,44.5,Unemployed,,138592.0,High
36276,32.0,High School,7.3,ML Engineer,73.0,,77.5,3.0,,56.49,,,IT,31454.0,High
36278,,,1.1,,94.0,91.0,72.5,4.0,,99.82,,,,86316.0,High
36279,39.5,Diploma,9.8,,61.0,76.5,,3.0,229.5,48.53,21.86,Employed,Education,,Low
36280,29.5,PhD,,Software Engineer,41.0,,92.0,,125.0,63.7,76.75,Student,,93070.0,Medium
36281,,High School,8.9,System Admin,54.0,98.0,77.0,,248.0,63.64,63.09,,,77617.0,Low
36282,35.0,,3.3,ML Engineer,77.5,50.0,79.0,,154.0,85.66,,,Finance,,Low
36283,51.0,Diploma,1.8,,64.0,,46.0,4.0,377.0,64.53,,Student,Retail,109152.0,Medium
36285,55.0,Diploma,2.6,,63.0,84.5,59.0,7.0,236.0,,,Student,,76828.0,High
36286,33.0,High School,4.1,,41.0,67.0,,9.5,81.0,,,Unemployed,,39859.0,Low
36288,56.0,Diploma,0.3,Business Analyst,98.0,,80.0,0.0,118.0,25.88,,Employed,Education,120440.0,Medium
36289,29.0,High School,1.7,Cloud Engineer,74.0,57.0,40.0,,131.0,44.83,22.4,Student,Education,146025.0,Medium
36290,59.0,High School,16.2,Data Analyst,58.0,,,1.0,32.0,,10.07,Employed,Manufacturing,124741.0,Low
36291,24.0,,0.6,Business Analyst,51.0,99.0,56.0,7.0,154.0,,6.64,Student,Finance,20254.0,Low
36292,53.0,Master,0.4,Cybersecurity Analyst,83.0,,96.0,1.0,390.0,82.78,33.77,Unemployed,Education,68595.0,High
36295,54.0,PhD,0.5,Cybersecurity Analyst,76.0,73.0,46.0,6.5,,22.14,23.46,Employed,Education,,High
36297,36.0,,0.2,System Admin,54.0,80.0,46.0,1.0,160.5,90.71,,Student,Healthcare,144521.0,High
36298,,,10.4,ML Engineer,82.0,61.0,88.0,4.0,185.0,,69.62,Student,IT,97579.0,Medium
36300,48.0,PhD,5.5,Cloud Engineer,,79.0,81.5,3.0,,78.37,3.21,Employed,Finance,97595.0,Medium
36301,18.0,High School,5.0,Software Engineer,94.0,52.0,93.0,5.0,210.0,90.0,95.38,,IT,,Low
36302,57.0,Bachelor,7.7,Cybersecurity Analyst,60.0,58.0,76.0,3.0,414.0,92.46,51.43,Student,Manufacturing,144843.0,Low
36303,53.0,High School,0.4,ML Engineer,95.0,64.0,52.0,0.0,76.0,80.68,,Unemployed,,102324.0,Low
36304,46.0,,2.4,Business Analyst,60.0,74.0,67.0,0.0,,44.6,98.11,Student,Retail,141167.0,High
36305,,,0.5,Cybersecurity Analyst,58.0,,,2.0,411.0,,5.43,Student,,88734.0,High
36306,35.0,Diploma,3.3,Cloud Engineer,69.5,96.0,66.5,1.0,,8.48,83.89,Employed,Healthcare,65216.0,Low
36307,,Master,8.8,System Admin,58.0,,68.0,,236.0,57.99,80.62,Student,Finance,114284.0,Low
36308,35.0,PhD,6.1,,79.0,,69.0,5.0,10.0,53.88,57.02,Unemployed,Finance,147714.0,Low
36309,24.0,High School,2.3,,86.0,60.0,93.0,,433.0,,31.19,Employed,IT,113718.0,Medium
36310,45.0,High School,5.1,,,58.0,79.0,6.0,407.5,75.3,,Student,,113172.0,Medium
36311,36.5,High School,,Software Engineer,88.0,61.0,83.0,3.0,,89.32,65.28,Employed,Finance,,Low
36312,42.0,Diploma,5.1,Software Engineer,69.0,,87.0,7.0,427.0,56.64,80.51,,Healthcare,38432.0,High
36313,35.0,Bachelor,3.3,ML Engineer,95.0,,93.0,2.0,,19.31,18.24,Employed,IT,120867.0,Medium
36314,57.0,Bachelor,6.9,System Admin,96.0,62.0,,,87.0,40.29,46.12,Unemployed,IT,106336.0,Medium
36315,20.0,Master,1.2,Business Analyst,59.0,,,5.0,290.0,33.97,7.86,Employed,IT,101842.0,Medium
36316,,Master,1.8,Cloud Engineer,64.0,91.0,83.0,7.0,390.0,96.7,,Unemployed,Healthcare,70723.0,Low
36317,24.0,,0.3,Software Engineer,41.0,97.0,84.0,,,,98.52,Employed,Education,,Low
36319,36.0,Diploma,7.1,Business Analyst,55.0,66.0,55.0,2.0,,,88.69,Unemployed,Finance,59304.0,Medium
36322,38.0,,3.5999999999999996,,72.5,41.0,,5.0,358.0,39.81,87.8,,,127214.0,High
36323,54.0,Diploma,6.6,System Admin,47.0,92.0,59.0,6.0,261.0,32.97,27.06,Student,,115036.0,Medium
36324,47.5,Diploma,,,43.0,77.0,76.0,,462.0,,,Student,,79659.0,Low
36325,49.0,Bachelor,3.9,Data Analyst,45.0,,78.0,2.0,10.0,88.68,20.74,,Education,,Medium
36326,58.0,,1.0,Business Analyst,94.0,76.0,49.0,,328.0,23.27,,,Retail,,High
36327,44.0,High School,,System Admin,,97.0,88.0,9.5,118.0,,52.27,Student,,125218.0,High
36328,40.0,Bachelor,16.8,System Admin,58.0,71.5,,,302.0,51.82,11.48,Employed,Manufacturing,,Medium
36329,27.0,Diploma,,,86.5,,74.0,0.0,360.0,58.83,,,Education,,High
36330,57.0,PhD,10.7,,83.0,76.0,77.0,1.0,175.0,9.4,15.24,Unemployed,Manufacturing,105571.0,Medium
36331,58.0,PhD,15.8,Business Analyst,47.0,60.0,95.0,7.0,443.0,,24.16,Unemployed,Healthcare,25201.0,Low
36333,,High School,16.8,System Admin,55.0,84.0,47.0,,,39.09,9.6,,,114009.0,Low
36334,35.0,Master,,Data Analyst,74.0,,46.0,1.0,445.0,13.17,24.72,Employed,Retail,,Low
36335,27.0,Diploma,,System Admin,,57.0,95.0,6.5,,,41.11,,,121205.0,Medium
36336,,Master,,Software Engineer,56.5,49.0,,6.0,282.0,,1.01,Student,IT,35669.0,Medium
36337,,Diploma,,Data Analyst,94.0,94.0,48.0,5.0,438.0,21.41,79.19,Unemployed,Education,75693.0,Medium
36338,27.5,,7.0,Software Engineer,57.0,42.0,73.5,1.0,45.5,86.34,58.27,Employed,Retail,90191.0,High
36339,,,2.7,Cybersecurity Analyst,53.0,93.0,57.0,7.0,209.0,,76.61,Student,Healthcare,106430.0,High
36343,38.0,PhD,9.7,Business Analyst,97.0,83.0,63.0,3.0,74.0,80.9,81.69,Student,Healthcare,29846.0,High
36344,56.0,PhD,2.4,Business Analyst,87.0,46.5,,6.0,3.0,,30.22,Student,Education,,High
36346,40.5,,18.5,Cloud Engineer,,95.0,40.0,7.0,459.0,33.6,62.83,Student,Education,105586.0,Medium
36347,26.0,High School,10.2,Software Engineer,51.0,89.0,,1.0,303.0,,15.719999999999999,Student,Manufacturing,113417.0,Medium
36349,21.0,PhD,1.8,Cloud Engineer,67.0,,84.0,,22.0,79.08,45.32,Unemployed,Finance,64397.0,Low
36350,21.0,High School,,Data Analyst,69.0,,,6.0,439.0,61.11,,Student,,42981.0,Medium
36351,43.0,Diploma,6.1,Data Analyst,79.0,79.0,70.0,7.0,177.0,53.06,51.25,,,,Low
36352,,Diploma,0.2,System Admin,59.0,79.0,99.0,,416.0,82.08,22.44,Student,Healthcare,60774.0,Low
36353,44.0,Diploma,12.7,Data Analyst,,59.0,79.0,4.5,380.0,5.88,74.92,Unemployed,IT,140049.0,Medium
36354,32.0,PhD,1.9,System Admin,69.0,41.0,,5.0,398.0,82.04,32.11,Employed,Retail,115669.0,Medium
36355,49.0,PhD,1.9,Cybersecurity Analyst,67.0,,96.0,4.0,,88.88,79.42,Student,,127177.0,Low
36356,,High School,2.5,System Admin,56.0,,67.0,1.0,,80.8,37.56,,Retail,141291.0,Low
36357,,Master,5.4,Cloud Engineer,43.5,75.0,92.0,7.0,199.0,15.95,70.2,Employed,,129504.0,High
36360,,Diploma,2.7,Cybersecurity Analyst,,,,4.0,,,23.82,Student,Healthcare,142827.0,High
36361,49.0,Diploma,,Business Analyst,47.0,62.0,50.0,,24.0,4.88,,Employed,Manufacturing,148384.0,High
36362,58.0,High School,2.8,ML Engineer,59.0,89.0,,4.5,,,45.36,,IT,112122.0,Medium
36364,,Diploma,1.8,Business Analyst,,79.0,53.5,1.0,215.0,,16.16,,,145724.0,Low
36365,35.5,PhD,13.0,ML Engineer,,53.0,69.0,5.0,438.0,95.83,96.19,,,66686.0,Low
36367,19.0,Diploma,5.0,Business Analyst,62.0,,57.0,7.0,,94.7,20.1,Employed,,97640.0,High
36368,49.0,High School,,Cloud Engineer,86.5,67.5,,,6.0,35.91,30.13,Student,Manufacturing,42979.0,Low
36369,27.0,High School,,Software Engineer,,,,2.0,81.0,43.29,21.22,Student,Manufacturing,81341.0,Low
36370,42.0,High School,0.5,ML Engineer,74.0,63.0,95.5,,,46.82,95.65,Employed,Education,,High
36371,35.0,PhD,3.1,System Admin,61.0,48.0,81.5,7.5,491.0,,72.77,Student,Finance,,High
36372,51.0,,12.9,System Admin,70.0,89.0,95.0,6.0,106.5,,98.65,Unemployed,Education,38773.0,Low
36374,41.0,PhD,6.7,Cybersecurity Analyst,73.0,98.0,81.0,1.0,372.0,89.71,72.05,Student,Retail,35681.0,High
36375,20.0,,6.0,System Admin,55.0,,,,,8.99,11.68,Employed,Finance,114146.0,High
36376,34.5,High School,2.0,Software Engineer,,89.0,79.0,2.5,297.0,19.57,92.72,Student,Manufacturing,142148.0,Medium
36377,20.0,Master,10.1,Data Analyst,80.5,72.0,72.0,3.0,,,40.47,Unemployed,Education,126863.0,Low
36378,48.0,,5.4,,77.5,86.0,81.0,1.0,88.0,58.92,71.5,Unemployed,,22763.0,Medium
36380,55.0,PhD,5.1,ML Engineer,67.0,60.0,60.0,,223.0,61.31,13.97,Student,Retail,75107.0,High
36381,39.0,Bachelor,11.3,,41.0,82.0,41.0,,192.0,57.31,66.55,Unemployed,Finance,,High
36382,31.0,PhD,10.5,Business Analyst,79.0,93.0,98.0,2.0,475.0,50.71,,Student,Education,128126.0,High
36383,26.0,Diploma,14.9,Data Analyst,47.0,51.0,,6.5,394.0,37.61,,Unemployed,Manufacturing,80240.0,High
36384,35.0,Bachelor,0.2,,93.0,58.0,95.0,5.0,,55.45,,,Finance,99585.0,Medium
36385,25.0,Bachelor,0.9,ML Engineer,74.0,63.0,,1.0,84.0,24.05,18.69,Unemployed,Education,48329.0,Low
36386,55.0,PhD,0.9,,61.0,90.0,91.0,6.0,488.0,92.55,9.26,Employed,Manufacturing,,Medium
36387,,Master,1.4,Business Analyst,60.0,54.0,55.0,6.0,,13.41,54.5,Unemployed,Education,29637.0,High
36389,,Bachelor,2.7,Cybersecurity Analyst,92.0,,,,199.0,17.02,52.86,Employed,Education,34702.0,Low
36391,59.0,High School,18.4,Cybersecurity Analyst,68.0,78.0,,6.5,337.0,,,,Manufacturing,49626.0,Medium
36392,38.5,,3.0,Data Analyst,92.0,79.0,89.0,3.0,374.0,,89.16,Unemployed,Finance,,Medium
36393,57.0,,,System Admin,72.0,,50.5,,168.0,97.13,95.88,Unemployed,,84905.0,Low
36394,,Diploma,,,72.0,89.5,76.0,2.0,,,99.66,Employed,Manufacturing,131781.0,High
36396,,High School,0.3,ML Engineer,,40.0,59.0,1.0,397.0,,45.26,Employed,Retail,49841.0,High
36397,31.0,,,Data Analyst,51.0,,51.0,0.0,303.0,32.29,,,Healthcare,,Medium
36398,51.0,High School,2.7,,94.0,96.0,47.0,7.0,239.0,98.84,93.58,Employed,Healthcare,141448.0,High
36399,32.0,PhD,3.3,ML Engineer,65.0,80.0,57.0,,,60.09,16.91,Student,Retail,83502.0,High
36400,46.0,PhD,5.5,Software Engineer,81.0,49.0,55.0,,135.0,,48.0,,,120403.0,Medium
36401,43.0,,,,70.0,54.0,57.0,3.0,147.0,49.6,,Unemployed,Finance,92893.0,Medium
36402,44.0,PhD,0.0,Cloud Engineer,44.0,42.5,91.0,6.0,146.0,28.16,56.76,Unemployed,Education,118191.0,Medium
36403,,,3.9,System Admin,47.0,,46.0,1.0,242.0,49.01,,Unemployed,IT,43105.0,High
36404,20.0,,0.3,Data Analyst,65.0,66.0,60.0,6.0,257.0,42.29,10.96,Student,,,High
36405,54.5,Diploma,8.5,Cloud Engineer,90.0,78.5,97.0,,188.0,62.88,14.17,Student,IT,94809.0,Medium
36406,52.0,PhD,8.3,System Admin,42.0,,62.0,8.5,481.0,66.62,59.26,,Healthcare,92226.0,High
36407,25.5,Bachelor,0.6,Software Engineer,55.0,64.0,48.0,0.0,,,,Unemployed,IT,,Medium
36410,20.0,,4.1,Data Analyst,,,89.0,4.0,292.0,46.35,18.02,Unemployed,Finance,135918.0,Medium
36412,59.0,High School,,Cybersecurity Analyst,,,42.0,2.0,,,,Unemployed,Manufacturing,,High
36413,30.0,High School,0.1,Business Analyst,95.5,70.0,61.0,2.0,,,,,Education,,Low
36415,26.0,,7.8,,40.0,74.0,71.0,7.0,357.0,,82.17,Student,IT,145961.0,Low
36417,39.0,,4.9,ML Engineer,55.0,44.0,47.0,5.0,329.0,22.03,,Unemployed,Manufacturing,146587.0,Medium
36418,,Bachelor,11.6,System Admin,42.0,60.0,60.0,1.0,338.0,35.08,99.87,Unemployed,Manufacturing,24604.0,Medium
36419,51.0,PhD,10.7,Data Analyst,57.0,89.0,97.0,6.0,11.0,24.64,,,IT,97341.0,Medium
36420,,,,System Admin,63.0,86.0,,,355.0,43.05,11.0,,Finance,78950.0,Low
36421,42.0,High School,1.1,Business Analyst,63.0,86.0,46.0,7.0,376.0,46.89,24.4,Unemployed,Healthcare,104101.0,High
36422,29.0,Master,7.699999999999999,Cloud Engineer,70.0,80.0,99.0,1.0,,59.0,,Student,Education,55641.0,Low
36423,22.5,Master,0.4,Business Analyst,,56.0,66.0,3.0,,88.1,71.28,Employed,Finance,114713.0,High
36424,36.0,PhD,4.0,Data Analyst,46.0,83.0,83.0,3.0,454.0,85.97,93.36,Unemployed,Manufacturing,62143.0,High
36427,30.0,High School,2.5,Cloud Engineer,43.0,86.0,51.0,0.0,148.0,49.04,12.95,Unemployed,,,High
36428,24.0,Bachelor,1.3,,55.0,,83.0,,157.0,32.16,8.66,Student,Manufacturing,,Medium
36429,51.0,,7.0,Software Engineer,98.0,96.0,85.0,3.0,315.0,11.64,43.23,,,137219.0,High
36430,39.0,Diploma,1.2,ML Engineer,51.0,74.0,68.0,5.5,275.5,5.55,75.44,Student,Manufacturing,,High
36431,37.0,Bachelor,9.7,Data Analyst,,66.0,72.0,6.5,110.0,2.04,70.55,Employed,Manufacturing,138584.0,High
36432,40.0,,8.8,Data Analyst,67.5,,,1.0,13.5,8.91,4.71,Employed,,42481.0,Low
36433,31.0,High School,1.5,Business Analyst,89.5,,,6.0,412.0,35.68,75.48,Unemployed,,67011.0,Low
36434,47.0,,,,90.5,62.0,64.0,7.0,,51.42,0.3,Unemployed,IT,112449.0,High
36435,40.0,Bachelor,,Business Analyst,91.0,83.0,,1.0,369.0,8.81,20.49,Unemployed,Manufacturing,56888.0,Medium
36436,36.0,Diploma,4.3,Business Analyst,60.0,,94.0,,296.0,28.85,73.2,Employed,Finance,80618.0,Low
36437,,Bachelor,0.9,Software Engineer,,97.0,93.0,6.0,445.0,94.65,54.59,,Healthcare,121979.0,Medium
36438,58.0,Bachelor,0.2,,91.0,44.0,67.0,2.0,85.5,30.73,48.63,Employed,Healthcare,93896.0,Low
36439,53.0,PhD,15.1,,78.0,,63.0,3.0,5.0,55.88,,Student,,104818.0,High
36441,40.0,,4.9,System Admin,72.0,98.0,40.0,9.5,157.0,96.09,3.35,Employed,Finance,54054.0,Medium
36443,52.0,Bachelor,3.2,ML Engineer,90.0,98.0,73.5,1.0,,60.11,5.18,,Education,61969.0,Low
36447,50.0,PhD,0.1,,94.0,87.0,80.5,8.5,227.0,42.35,,Unemployed,Finance,52978.0,Medium
36448,,Diploma,5.3,System Admin,,61.0,91.0,,496.0,42.91,75.37,,Finance,59565.0,Low
36449,22.0,PhD,3.7,Data Analyst,,68.0,63.0,4.5,122.0,,60.82,Student,,67433.0,Low
36450,32.0,Bachelor,5.9,Software Engineer,60.5,49.0,96.5,1.0,308.0,,,Student,Healthcare,,Low
36451,,Diploma,4.7,Data Analyst,,,50.0,4.0,46.0,85.57,79.92,Student,Education,85660.0,Medium
36452,30.0,Master,4.0,,72.0,83.0,53.0,4.0,,71.42,,Student,,87955.0,Medium
36453,,High School,3.9,Data Analyst,85.0,93.5,77.0,1.0,189.0,22.74,,Unemployed,Retail,107299.0,Low
36455,19.0,Bachelor,0.1,Business Analyst,59.0,60.0,60.0,,133.0,65.69,41.81,Employed,Healthcare,51626.0,Medium
36456,34.0,Diploma,,Cybersecurity Analyst,67.0,98.0,49.0,4.0,278.0,48.43,49.18,Student,Retail,54447.0,Low
36457,41.0,Bachelor,2.4,Business Analyst,70.0,75.5,,7.0,193.0,0.49,51.29,Employed,Healthcare,66954.0,Low
36458,29.0,,,System Admin,55.0,81.5,69.0,,,99.07,13.91,Unemployed,Finance,54862.0,Low
36459,,High School,8.7,ML Engineer,,,58.0,1.0,,,89.78,,Retail,,Medium
36460,24.0,Diploma,7.8,Data Analyst,62.0,74.5,73.0,,109.0,92.81,86.95,Student,Finance,44455.0,High
36461,43.0,Bachelor,2.7,Cloud Engineer,85.0,78.0,58.0,2.0,425.0,63.86,44.33,Unemployed,IT,,Low
36462,49.0,Diploma,4.6,Business Analyst,85.0,94.5,,5.0,70.0,61.44,23.2,Employed,Finance,78092.0,Low
36463,46.0,PhD,1.5,Software Engineer,50.0,,,0.0,,98.94,12.27,,,86210.0,Medium
36464,,PhD,6.1,Software Engineer,78.0,43.0,65.0,4.0,476.0,21.9,,Employed,Education,122355.0,High
36465,,Master,3.4,Software Engineer,99.0,56.0,62.0,1.0,431.0,94.43,17.53,Unemployed,,98726.0,Medium
36466,31.0,Master,0.8,System Admin,42.0,50.0,65.0,9.5,,,66.24,Student,IT,108582.0,Medium
36467,,,8.6,Business Analyst,43.0,50.0,99.0,3.0,162.0,85.17,81.65,Unemployed,IT,72843.0,High
36468,42.0,Diploma,11.5,ML Engineer,,,99.5,3.5,109.5,,99.67,Unemployed,,39872.0,Low
36470,48.5,,,Cloud Engineer,42.0,83.0,87.0,1.0,235.0,,16.01,Student,Manufacturing,55425.0,Medium
36471,46.0,Diploma,,,66.0,,41.0,0.0,317.0,79.99,,Student,Retail,132980.0,High
36472,35.0,High School,9.7,Cybersecurity Analyst,66.0,68.0,69.0,7.0,211.0,2.74,40.49,Student,Retail,143357.0,High
36473,48.0,,3.7,Business Analyst,71.0,89.0,48.0,1.0,295.0,,27.67,Student,Manufacturing,73009.0,High
36474,36.0,PhD,10.0,Cybersecurity Analyst,,88.5,44.0,,454.0,86.53,44.48,Student,Education,,High
36475,36.5,PhD,,System Admin,98.0,67.0,91.0,,367.0,5.06,52.65,Unemployed,Retail,116206.0,High
36476,23.0,Master,0.9,,70.5,56.0,52.0,5.0,196.0,48.87,91.79,Student,Healthcare,129439.0,Medium
36477,29.0,Bachelor,,Software Engineer,79.0,71.0,50.0,8.5,380.0,48.48,57.68,,Finance,99839.0,Low
36478,55.0,Master,5.6,Cloud Engineer,55.5,49.0,69.0,,234.0,54.59,89.56,Unemployed,Manufacturing,100978.0,Low
36480,52.0,,5.3,,59.0,45.0,91.0,,209.0,96.36,,Student,IT,75390.0,Medium
36481,50.0,High School,0.6,Business Analyst,40.0,46.0,,1.0,179.0,55.03,,Employed,,,Low
36482,46.0,Bachelor,10.0,,82.0,93.0,41.0,5.0,335.0,,49.82,Unemployed,Healthcare,114352.0,Medium
36483,20.0,High School,0.5,ML Engineer,,86.5,95.0,4.0,453.0,,8.05,,Retail,36823.0,Low
36484,22.0,High School,1.1,Cloud Engineer,66.0,51.5,,,424.5,,32.98,,Finance,22781.0,Low
36487,45.0,High School,8.1,Business Analyst,,54.0,,3.0,77.0,96.11,67.37,Student,Finance,101148.0,Low
36488,58.0,High School,6.5,System Admin,72.0,94.0,,5.0,308.5,66.42,93.48,,,70095.0,Low
36489,49.0,,6.8,,61.0,,94.0,4.0,124.0,98.79,86.74,,Healthcare,70815.0,Low
36490,35.0,PhD,2.8,Data Analyst,83.0,59.0,49.0,,,5.86,87.54,Employed,Manufacturing,,Low
36491,59.0,Bachelor,4.1,ML Engineer,72.0,81.0,,,132.0,78.34,,Student,IT,96861.0,High
36493,30.0,Bachelor,6.7,Software Engineer,52.0,93.0,94.0,1.0,214.0,51.23,2.93,Employed,Healthcare,54616.0,High
36494,19.0,,3.0999999999999996,Business Analyst,49.0,67.0,96.0,2.0,276.0,64.97,11.19,,Manufacturing,145284.0,Low
36495,42.0,PhD,3.0,,50.0,56.0,89.0,5.0,253.0,90.1,47.24,Unemployed,Healthcare,,High
36496,37.0,Master,7.8,Software Engineer,62.5,59.0,40.0,6.0,,58.73,87.26,Unemployed,Education,131428.0,Medium
36498,28.0,PhD,2.9,,95.0,42.0,58.0,3.0,334.5,,35.99,,,96540.0,Medium
36499,22.0,Diploma,1.7,Business Analyst,41.0,93.0,78.0,1.0,,50.77,,Employed,IT,141826.0,High
36500,46.0,PhD,3.0,System Admin,43.0,87.0,41.0,,,48.41,87.66,Employed,Manufacturing,49144.0,Low
36501,,PhD,0.3,ML Engineer,96.0,,75.0,2.0,341.0,94.94,,Employed,Healthcare,119762.0,High
36503,44.0,High School,2.6,Software Engineer,54.0,42.0,75.0,,111.0,60.0,88.03,Student,Education,138967.0,High
36504,61.5,Bachelor,13.9,Business Analyst,75.0,95.0,69.0,,75.0,,63.94,Student,Education,,High
36505,,PhD,1.5,Software Engineer,75.0,40.0,94.5,5.0,18.0,6.19,65.21,Student,Manufacturing,134398.0,High
36506,52.0,PhD,4.0,,50.0,55.0,,0.0,449.0,48.19,30.87,Unemployed,Finance,,Low
36507,43.0,Diploma,0.8,ML Engineer,75.0,69.0,75.0,7.0,306.0,95.56,80.29,Unemployed,IT,,Medium
36508,40.0,,3.9000000000000004,Software Engineer,47.0,71.0,96.5,,156.0,28.24,89.58,,Finance,,High
36509,22.0,,,System Admin,60.0,48.0,59.0,3.0,47.0,,14.53,Employed,Education,,High
36510,33.0,PhD,4.9,Cybersecurity Analyst,,,81.0,6.0,,46.14,30.97,Unemployed,Manufacturing,23944.0,High
36511,61.5,,0.1,,91.0,,88.0,1.0,,33.05,3.28,Employed,Manufacturing,62577.0,Low
36513,36.0,High School,,Business Analyst,48.0,83.0,98.0,7.5,201.5,9.0,,Employed,,39641.0,Low
36514,33.0,PhD,1.5,,,88.0,,,386.0,,49.02,Student,Finance,105192.0,Low
36516,,,0.3,Cybersecurity Analyst,42.0,86.0,74.0,,,,31.58,Employed,,,High
36518,39.0,,0.0,,78.0,53.0,61.5,4.0,290.0,76.95,,Unemployed,,26890.0,Medium
36520,,,4.8,Cybersecurity Analyst,,,80.0,7.0,495.0,7.48,,,Education,109108.0,Medium
36521,41.0,Bachelor,,Cybersecurity Analyst,,56.0,63.0,3.0,88.0,32.05,54.01,Employed,Healthcare,149907.0,High
36522,22.0,PhD,16.7,Cloud Engineer,56.5,,82.0,,164.0,52.93,,Student,,,Low
36524,35.0,High School,4.2,Software Engineer,87.0,58.0,68.0,,333.0,63.01,60.34,,,50575.0,Medium
36525,,,4.5,Business Analyst,71.0,98.0,93.0,2.0,73.0,40.59,,,Finance,94519.0,Low
36526,22.0,Diploma,6.9,Cybersecurity Analyst,94.5,66.0,88.0,,481.0,69.26,44.16,Unemployed,Finance,110331.0,Medium
36527,25.0,PhD,2.7,Data Analyst,72.0,68.0,64.0,4.0,396.0,15.31,69.33,Employed,Healthcare,73549.0,High
36528,38.0,,21.0,,81.0,67.0,68.0,4.0,369.0,65.28,,,IT,35583.0,High
36529,22.0,,,,76.0,47.0,,4.0,220.0,87.51,83.45,Unemployed,Retail,68593.0,Low
36530,30.0,,0.7,Business Analyst,79.0,82.0,43.0,3.5,202.0,86.24,96.26,,,47976.0,Low
36532,46.0,PhD,,Data Analyst,,98.0,85.0,2.0,25.5,15.19,11.64,Unemployed,Retail,130058.0,High
36533,19.0,Bachelor,5.2,Cloud Engineer,,87.0,,6.0,97.0,85.59,79.18,Student,Manufacturing,95939.0,Medium
36535,43.0,,5.3,Software Engineer,95.0,67.0,,2.0,344.0,1.19,20.48,,IT,84311.0,High
36536,46.0,Bachelor,3.0,,52.0,96.0,78.0,1.0,302.0,72.34,93.96,Student,Healthcare,,High
36537,22.0,Master,2.5,ML Engineer,92.0,,79.0,,172.0,47.89,53.74,,Retail,145700.0,Low
36538,49.0,PhD,1.0,ML Engineer,,,64.0,8.5,,16.59,2.32,,Healthcare,148163.0,High
36539,55.0,Master,,Cybersecurity Analyst,93.0,40.0,84.0,3.0,2.0,42.43,63.94,Employed,Retail,114083.0,High
36540,19.0,High School,0.2,Cybersecurity Analyst,57.0,,40.0,7.0,173.0,43.22,2.06,Unemployed,Finance,,Medium
36541,,PhD,3.4,Cloud Engineer,99.0,68.0,40.0,5.5,,82.2,,Student,,,High
36542,50.0,Diploma,2.8,Business Analyst,67.0,57.0,46.0,5.0,36.0,82.62,69.27,,,,Low
36543,52.0,,0.6,,95.0,,,7.0,,,,Unemployed,,93653.0,Medium
36544,36.0,PhD,4.1,System Admin,62.0,,50.0,7.0,43.0,76.32,42.88,,Manufacturing,62090.0,High
36545,32.0,,11.2,Business Analyst,98.0,84.0,69.0,3.0,181.0,74.65,26.59,Employed,Healthcare,140813.0,Low
36546,52.0,,,Business Analyst,40.0,,85.0,0.0,64.0,69.64,67.04,,Finance,,High
36547,25.0,,0.2,,91.0,,,5.0,219.0,68.9,57.47,Unemployed,Education,25868.0,Low
36548,,PhD,2.7,ML Engineer,86.0,53.0,94.0,,319.0,28.38,9.86,,Manufacturing,78743.0,High
36549,55.0,Bachelor,12.2,Software Engineer,84.0,65.0,71.0,0.0,249.0,,98.7,Student,IT,117103.0,Medium
36550,39.0,Diploma,17.7,System Admin,,82.0,66.0,,10.0,,32.37,Student,,,Medium
36552,35.5,,,Data Analyst,96.0,55.0,98.0,4.0,,49.26,55.59,Employed,IT,93249.0,Low
36553,18.0,Diploma,2.4,Cloud Engineer,83.0,66.5,61.0,4.0,186.0,,29.0,Employed,Manufacturing,,Medium
36555,23.0,High School,0.8,,57.0,46.0,,4.0,,76.82,91.06,,Education,25656.0,Low
36557,,PhD,5.7,ML Engineer,47.0,,45.0,1.0,298.0,65.34,75.97,Employed,IT,134890.0,Medium
36558,28.0,PhD,8.6,Data Analyst,64.0,81.0,,4.0,48.0,,,Unemployed,,,Medium
36559,46.5,Bachelor,,ML Engineer,94.5,71.0,66.0,,62.0,24.61,88.62,Unemployed,Education,144557.0,Low
36560,39.0,,,Software Engineer,80.5,93.0,53.0,6.0,155.5,46.14,65.38,Employed,Finance,56953.0,Medium
36561,23.0,Master,0.2,Cloud Engineer,,93.5,78.0,5.0,78.0,71.18,,Unemployed,Healthcare,89820.0,Low
36562,55.0,Master,3.0,Cybersecurity Analyst,,,80.0,1.0,407.0,13.14,41.52,Employed,Finance,143316.0,Low
36563,58.0,Diploma,5.4,,97.0,,95.0,1.0,254.0,64.82,41.05,Unemployed,Education,57792.0,High
36564,48.0,Diploma,9.0,,,47.0,80.0,2.0,54.0,2.2,4.35,Unemployed,Finance,90109.0,High
36565,23.0,Master,0.1,Software Engineer,68.0,41.0,72.0,1.0,485.0,,61.1,Student,Manufacturing,27418.0,High
36567,58.0,,,Cybersecurity Analyst,72.5,44.0,67.0,3.0,62.0,,23.63,Unemployed,Manufacturing,133247.0,Medium
36569,19.0,Diploma,16.7,Cybersecurity Analyst,41.0,,99.0,,71.0,25.51,67.25,Employed,Retail,117431.0,Low
