ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
34096,26,,?,Data Analyst,52,86,42,NULL,nan,nan,14.92,VW5lbXBsb3llZA==,IT,$140399,High
34097,34,UGhE,NULL,Software Engineer,"{""v"": 89}",62,75,Val_4,439,Val_58.32,64.49,Unemployed,IT,93826,High
0x8532,MISSING,MISSING,3.7-8.7,Cloud Engineer,65,NULL,88,"{""v"": 7}",nan,82.41,16.93,MISSING,ecnaniF,55235,Medium
0x8533,NULL,Bachelor,7.7,TUwgRW5naW5lZXI=,48,83-88,44,5,nan,97.41,Val_53.15,NULL,Manufacturing,?,Low
0x8534,39,Bachelor,6.4,Software Engineer,69,Val_69,78,7,244,MISSING,66.78,Unemployed,UmV0YWls,100279,
34101,25,nan,1.5,TUwgRW5naW5lZXI=,nan,Val_55,88,6-11,114,"{""v"": 86.81}",Val_2.24,Student,Finance,MISSING,Low
34102,20,Master,MISSING,ML Engineer,85,40-45,89,7,46,61.64,Val_9.78,Unemployed,Retail,73638,TWVkaXVt
34103,nan,?,?,Business Analyst,?,,42,"{""v"": 3}",312,14.73,?,MISSING,Healthcare,100496,SGlnaA==
0x8538,52,MISSING,13.6,Q2xvdWQgRW5naW5lZXI=,54,"{""v"": 44}",72,4,250,9.83,33.28-38.28,Employed,NULL,84306,muideM
0x8539,nan,retsaM,Val_6.5,Data Analyst,74-79,98,98,nan,373,Val_3.83,5.19,VW5lbXBsb3llZA==,nan,51834 USD,TG93
34106,25,NULL,0.0,QnVzaW5lc3MgQW5hbHlzdA==,"{""v"": 55}",80,70,"{""v"": 5}",326,nan,MISSING,RW1wbG95ZWQ=,Retail,$64377,Low
34107,44,Bachelor,MISSING,Data Analyst,85,80,82,Val_5,Val_198,27.41,82.39,deyolpmenU,TWFudWZhY3R1cmluZw==,$142000,nan
34108,49,QmFjaGVsb3I=,1.2,,73-78,98-103,"{""v"": 68}",,314,76.34,76.22-81.22,RW1wbG95ZWQ=,RWR1Y2F0aW9u,43983,High
34109,53,High School,7.5-12.5,reenignE duolC,NULL,MISSING,Val_68,4-9,326,52.62,60.32,Employed,nan,126313,TWVkaXVt
34110,51,Master,0.4,Data Analyst,98,68,52,3,?,9.47,Val_43.48,Employed,Finance,?,High
34111,42,Diploma,8.2,QnVzaW5lc3MgQW5hbHlzdA==,92,90,"{""v"": 87}",nan,25,87.9,37.09-42.09,Student,Manufacturing,148842,High
34112,48-53,rolehcaB,nan,Data Analyst,78,46,Val_53,1,252,87.89,nan,,Manufacturing,,Low
0x8541,,TWFzdGVy,2.3,NULL,91-96,NULL,94,2,393,"{""v"": 70.69}",29.07-34.07,Unemployed,Education,75850,?
34114,30,nan,NULL,RGF0YSBBbmFseXN0,MISSING,"{""v"": 64}","{""v"": 85}",5-10,326,30.7,"{""v"": 84.73}",Employed,,86998,Low
0x8543,,High School,1.3,Business Analyst,MISSING,58,"{""v"": 95}",1-6,175,49.21,94.1,Employed,Finance,110977,TWVkaXVt
34116,30,RGlwbG9tYQ==,nan,Software Engineer,85,94,NULL,3,Val_129,Val_62.52,"{""v"": 89.15}",deyolpmE,NULL,,Medium
34117,?,Bachelor,13.3,Cybersecurity Analyst,48,56,NULL,7,81,nan,16.48,deyolpmenU,Healthcare,148206,High
34118,48-53,PhD,22.2-27.2,MISSING,"{""v"": 64}",78-83,77,7-12,36,61.19,58.79,Unemployed,Education,$39421,SGlnaA==
34119,42,UGhE,,Business Analyst,40,Val_91,69,nan,6,"{""v"": 0.07}",49.42,Employed,Healthcare,139606 USD,Low
34120,57,High School,4.1,Q3liZXJzZWN1cml0eSBBbmFseXN0,"{""v"": 58}",83,NULL,3,?,43.76-48.76,11.37,Employed,RmluYW5jZQ==,69852,High
34121,40,rolehcaB,11.1-16.1,Data Analyst,52,MISSING,50,?,258,?,11.64,NULL,nan,,Medium
34122,NULL,Bachelor,1.7,RGF0YSBBbmFseXN0,50,78,72-77,0,102,?,75.35,RW1wbG95ZWQ=,Finance,43292,
34123,20,retsaM,3.8,?,86,90-95,NULL,4,111,NULL,42.81-47.81,Employed,Education,134991,SGlnaA==
0x854c,33,PhD,1.2,Software Engineer,43,Val_64,,2,177-182,64.57,30.78,?,Education,102037 USD,SGlnaA==
34125,Val_19,Master,2.0,MISSING,54,81,"{""v"": 96}",7,308,81.0-86.0,34.04,VW5lbXBsb3llZA==,liateR,115533,TWVkaXVt
34126,"{""v"": 40}",rolehcaB,6.1,MISSING,79,MISSING,"{""v"": 63}",2-7,466,96.48,82.48,Student,Finance,78329,TG93
0x854f,"{""v"": 51}",SGlnaCBTY2hvb2w=,0.5-5.5,,51,Val_58,51,5-10,Val_381,79.76,,Unemployed,TWFudWZhY3R1cmluZw==,,Low
34128,MISSING,UGhE,"{""v"": 3.3}",Data Analyst,95,46,"{""v"": 95}",4,NULL,79.75,65.78,MISSING,Manufacturing,135035,Low
0x8551,Val_27,Master,9.2,ML Engineer,"{""v"": 62}",MISSING,58,7,434,?,Val_34.32,Student,Education,NULL,muideM
34130,"{""v"": 18}",NULL,3.4,Software Engineer,44,66,42,6,360-365,61.66,,Unemployed,SVQ=,$138597,Low
34131,39,Bachelor,1.4,QnVzaW5lc3MgQW5hbHlzdA==,74,Val_51,56,Val_3,380,70.64,Val_32.63,Student,UmV0YWls,$129500,?
34132,50,Diploma,"{""v"": 2.2}",Cloud Engineer,62,80,95,"{""v"": 5}",nan,Val_22.38,?,deyolpmenU,nan,75952 USD,muideM
34133,42,Diploma,4.3,Software Engineer,MISSING,97,60,1-6,143,13.99,56.77-61.77,Employed,Healthcare,108227 USD,?
0x8556,39,PhD,4.9,Q2xvdWQgRW5naW5lZXI=,54,58,85-90,NULL,"{""v"": 164}",Val_28.87,"{""v"": 80.2}",Employed,TWFudWZhY3R1cmluZw==,126052,TG93
34135,NULL,SGlnaCBTY2hvb2w=,0.0,ML Engineer,44,"{""v"": 74}","{""v"": 68}",7,33,15.71,nan,RW1wbG95ZWQ=,NULL,78185,SGlnaA==
34136,47,Master,1.0,Cloud Engineer,Val_45,61,64,NULL,209,66.78,MISSING,MISSING,Manufacturing,23134,?
34137,35,SGlnaCBTY2hvb2w=,MISSING,Software Engineer,"{""v"": 53}",81,86,4,Val_122,nan,93.01,tnedutS,RWR1Y2F0aW9u,nan,TWVkaXVt
34138,"{""v"": 41}",?,0.4,tsylanA ataD,51,46,53,5,MISSING,?,?,Employed,UmV0YWls,?,TG93
34139,22,?,NULL,QnVzaW5lc3MgQW5hbHlzdA==,98,69,49,0-5,238,MISSING,59.28,deyolpmenU,SVQ=,$78639,TG93
0x855c,54,High School,nan,Q3liZXJzZWN1cml0eSBBbmFseXN0,"{""v"": 56}",58,56-61,nan,9,MISSING,"{""v"": 6.92}",Employed,Healthcare,,Medium
34141,?,?,7.7,tsylanA ataD,86,75,nan,Val_6,395,MISSING,92.51-97.51,RW1wbG95ZWQ=,,67400,TG93
0x855e,?,nan,9.2,System Admin,95,45,MISSING,Val_4,486,13.75,44.4,U3R1ZGVudA==,Education,?,TG93
34143,Val_44,?,NULL,Q2xvdWQgRW5naW5lZXI=,81,?,66,5-10,?,?,?,MISSING,noitacudE,30993,High
34144,"{""v"": 29}",rolehcaB,6.2,Business Analyst,Val_46,MISSING,79,,433,NULL,67.45,Employed,,81372 USD,Low
0x8561,27,SGlnaCBTY2hvb2w=,9.9,Business Analyst,60,62,52,NULL,121,Val_78.24,"{""v"": 8.62}",Unemployed,Manufacturing,33840,SGlnaA==
0x8562,51,UGhE,?,U3lzdGVtIEFkbWlu,,"{""v"": 57}",59,1,427,81.78,MISSING,Unemployed,,MISSING,nan
34147,"{""v"": 50}",QmFjaGVsb3I=,0.1,reenignE duolC,71,45,49,Val_1,MISSING,Val_40.8,75.04,RW1wbG95ZWQ=,Manufacturing,$107664,TWVkaXVt
0x8564,33,TWFzdGVy,5.7,Cloud Engineer,?,,59,6,NULL,NULL,93.36,Student,TWFudWZhY3R1cmluZw==,61949 USD,High
0x8565,46,nan,1.5,nan,?,96,55,5,"{""v"": 386}",95.97,53.54,,IT,MISSING,woL
34150,MISSING,MISSING,6.9,U3lzdGVtIEFkbWlu,"{""v"": 46}",48,48-53,0,125,Val_82.04,91.08,Student,Education,MISSING,High
34151,44-49,Bachelor,NULL,Software Engineer,49,72,nan,0,217,71.53,8.03,U3R1ZGVudA==,Retail,88538,TG93
34152,NULL,,Val_7.3,Data Analyst,nan,54,62,nan,,77.08,79.96,NULL,MISSING,51561,Low
0x8569,53,SGlnaCBTY2hvb2w=,MISSING,System Admin,"{""v"": 88}",78,50,6,466-471,71.99,Val_43.15,Unemployed,Healthcare,146769,Medium
34154,44,retsaM,2.9,reenignE LM,"{""v"": 57}","{""v"": 87}",84,NULL,139,58.23,?,Student,Manufacturing,130874,
34155,27,amolpiD,9.8,Business Analyst,"{""v"": 67}",NULL,74,0,5,?,"{""v"": 21.22}",RW1wbG95ZWQ=,Retail,72573,Medium
34156,27,Diploma,"{""v"": 3.2}",Q3liZXJzZWN1cml0eSBBbmFseXN0,42-47,60,"{""v"": 93}",?,448,94.45,nan,Employed,NULL,$125693,TWVkaXVt
34157,Val_28,Diploma,16.0,System Admin,59,,NULL,"{""v"": 3}",452,nan,80.18,Employed,NULL,61706,hgiH
0x856e,47,Diploma,"{""v"": 0.2}",Software Engineer,Val_83,,?,"{""v"": 3}",95,19.08,56.5,Unemployed,SGVhbHRoY2FyZQ==,42858,hgiH
0x856f,nan,High School,3.9,MISSING,NULL,54,62,6,Val_75,54.62,58.71,Employed,nan,76408,High
0x8570,46,NULL,,System Admin,54,59,49,4-9,109,,83.61,Employed,IT,145562,TWVkaXVt
34161,31-36,Diploma,"{""v"": 1.9}",MISSING,68,71,50,"{""v"": 1}",50,14.6,14.54,?,IT,107744,SGlnaA==
34162,30,?,"{""v"": 3.1}",Cloud Engineer,53,40,Val_52,3,"{""v"": 279}",62.66,90.54,Student,IT,$66206,Medium
34163,NULL,UGhE,Val_0.9,,70,MISSING,69,?,76,Val_13.92,NULL,Student,IT,77446,High
34164,42,,8.4,nimdA metsyS,75,67,53,,75,,"{""v"": 25.03}",U3R1ZGVudA==,nan,$59554,Medium
34165,27,PhD,?,Q3liZXJzZWN1cml0eSBBbmFseXN0,MISSING,Val_68,89,6,360,39.64-44.64,50.15,U3R1ZGVudA==,NULL,97645,High
34166,NULL,RGlwbG9tYQ==,0.8-5.8,Cloud Engineer,67,69,NULL,Val_4,Val_267,"{""v"": 5.71}",Val_82.98,U3R1ZGVudA==,,$81742,SGlnaA==
0x8577,45,UGhE,1.7,reenignE LM,96,67,"{""v"": 95}",5,153,Val_42.24,,RW1wbG95ZWQ=,Healthcare,20997,High
34168,57,PhD,0.7,QnVzaW5lc3MgQW5hbHlzdA==,67,"{""v"": 56}",76,0,9-14,52.08,57.78,nan,nan,43558,Medium
34169,55,,3.9,Cloud Engineer,nan,42,43,6,215,37.22-42.22,65.34,RW1wbG95ZWQ=,MISSING,MISSING,TG93
34170,MISSING,Master,3.2,MISSING,86-91,72,"{""v"": 72}",NULL,278,16.79-21.79,,Employed,IT,70227 USD,Medium
34171,31,UGhE,1.2-6.2,,86,45,nan,"{""v"": 4}",397,71.03,80.27,Unemployed,Retail,29769,Low
34172,47,,17.8,nan,50,58,79,7,334,MISSING,66.35,?,SVQ=,nan,NULL
34173,57,High School,5.4,Data Analyst,Val_90,Val_48,77,6,MISSING,75.86,90.85,Student,Manufacturing,$129005,Low
0x857e,29,PhD,nan,Cybersecurity Analyst,54,83,"{""v"": 79}",0,33-38,80.92,"{""v"": 96.48}",,IT,?,SGlnaA==
0x857f,45,Diploma,2.3,ML Engineer,54-59,Val_95,?,2,376-381,,MISSING,Unemployed,RmluYW5jZQ==,70420,nan
34176,?,PhD,"{""v"": 14.3}",QnVzaW5lc3MgQW5hbHlzdA==,nan,45,97,6-11,237,58.74,Val_52.61,NULL,?,$119100,High
34177,18,Bachelor,4.3,,53,53,70-75,7,308,26.4-31.4,NULL,Student,Manufacturing,nan,TWVkaXVt
34178,21,NULL,0.6,NULL,NULL,88,43-48,5,402,"{""v"": 51.7}",70.21,,Education,86023,High
34179,NULL,High School,8.2,nan,40,"{""v"": 93}",68-73,MISSING,nan,?,38.63-43.63,U3R1ZGVudA==,RWR1Y2F0aW9u,34342,Low
34180,53,Diploma,10.5,nan,61-66,Val_58,Val_96,Val_2,Val_419,?,74.6,VW5lbXBsb3llZA==,Education,146180 USD,Low
34181,?,,5.3,tsylanA ssenisuB,96,50,95,"{""v"": 1}",135,30.72,77.54,Unemployed,IT,119865,TG93
0x8586,NULL,,0.2,Business Analyst,41,41,62,?,0-5,46.37-51.37,44.01,Unemployed,SVQ=,41304,Low
0x8587,45,TWFzdGVy,?,U29mdHdhcmUgRW5naW5lZXI=,Val_40,85,49,0,96,24.28,86.9,Employed,Healthcare,139860,TG93
34184,55,High School,6.6,U29mdHdhcmUgRW5naW5lZXI=,50,52,81,7,12,54.88-59.88,1.18-6.18,Employed,IT,,SGlnaA==
0x8589,49,High School,"{""v"": 1.5}",Cloud Engineer,96,88,NULL,7,202,52.01,NULL,Employed,SVQ=,72435,Medium
34186,Val_25,,2.9,ML Engineer,Val_68,51-56,97,7,"{""v"": 230}",34.24,"{""v"": 54.9}",VW5lbXBsb3llZA==,IT,,Low
0x858b,Val_42,MISSING,nan,Software Engineer,NULL,75,94-99,Val_7,nan,MISSING,"{""v"": 61.81}",Unemployed,RWR1Y2F0aW9u,107575,Medium
34188,37,Master,Val_0.5,Business Analyst,Val_80,81,54,1,116,8.42,60.06,Student,Manufacturing,51357,Low
34189,Val_50,Master,3.0,TUwgRW5naW5lZXI=,53,Val_49,80,4,52,30.5,37.65-42.65,U3R1ZGVudA==,Retail,79759,hgiH
0x858e,47,UGhE,4.9-9.9,RGF0YSBBbmFseXN0,74,"{""v"": 55}",55,0,16-21,42.05,11.03-16.03,nan,liateR,108715,TWVkaXVt
0x858f,54,PhD,NULL,U29mdHdhcmUgRW5naW5lZXI=,42,49,79,3,?,67.56,,?,RWR1Y2F0aW9u,51676,TG93
34192,33,PhD,,,92,"{""v"": 87}",66,"{""v"": 0}",292,3.81,39.27,RW1wbG95ZWQ=,Manufacturing,136685,
34193,42,QmFjaGVsb3I=,0.7,Software Engineer,70,59,NULL,6-11,Val_106,6.66,Val_46.25,Unemployed,,92626,Medium
34194,55,High School,nan,System Admin,77,91,98,5,,52.77,,U3R1ZGVudA==,UmV0YWls,$95806,Low
34195,59,NULL,1.3-6.3,Cloud Engineer,69,?,76,4,36,30.0,70.12,?,UmV0YWls,?,?
34196,27,NULL,2.8,NULL,74,,Val_75,MISSING,286,5.24,74.78,U3R1ZGVudA==,Healthcare,105773,Medium
34197,,UGhE,0.9,NULL,93,40,?,3,159,90.39,"{""v"": 91.96}",Student,UmV0YWls,62736,TG93
34198,"{""v"": 25}",Bachelor,Val_4.8,Business Analyst,64,"{""v"": 50}",,1,Val_38,28.62,?,Student,?,145191,Medium
34199,50,QmFjaGVsb3I=,4.9,,93-98,"{""v"": 46}",73,2,275,33.85-38.85,6.7,,IT,$91149,High
0x8598,54,RGlwbG9tYQ==,9.7,Cloud Engineer,46,91-96,84,3,205,63.79,67.26,VW5lbXBsb3llZA==,Education,44105,Medium
34201,Val_18,TWFzdGVy,21.1,,"{""v"": 75}",64,43,,352,nan,,RW1wbG95ZWQ=,Healthcare,39500,Medium
34202,48,High School,"{""v"": 11.6}",Business Analyst,80,72,83,MISSING,,70.35,3.17,U3R1ZGVudA==,Manufacturing,57617,Low
34203,Val_24,High School,8.7,ML Engineer,"{""v"": 75}",92,83,?,135,38.06,MISSING,Student,SGVhbHRoY2FyZQ==,,TWVkaXVt
34204,,rolehcaB,10.7,System Admin,73,98,?,0,nan,95.99,80.37,Unemployed,MISSING,21775,MISSING
34205,Val_41,TWFzdGVy,Val_0.3,tsylanA ataD,44,92,56-61,0,0,44.7,MISSING,Unemployed,TI,68345,MISSING
34206,?,Bachelor,7.2-12.2,ML Engineer,82-87,79,?,0,Val_11,75.11,NULL,deyolpmE,RmluYW5jZQ==,MISSING,High
34207,40,Diploma,2.3,QnVzaW5lc3MgQW5hbHlzdA==,55,78-83,60,3,376,14.44,NULL,Unemployed,Education,129628,
34208,26-31,RGlwbG9tYQ==,?,TUwgRW5naW5lZXI=,49,?,96,6,337,26.32,,NULL,Manufacturing,139278,muideM
34209,Val_25,RGlwbG9tYQ==,?,Business Analyst,80,86,85,5,?,,30.68,Unemployed,IT,$111937,woL
34210,NULL,rolehcaB,?,Cloud Engineer,89,58,MISSING,4,82,72.35,"{""v"": 3.64}",U3R1ZGVudA==,TI,75074 USD,
34211,20,?,1.6-6.6,Cloud Engineer,87,72-77,Val_90,NULL,143,,55.84,Student,nan,139012,Medium
34212,?,MISSING,"{""v"": 2.7}",NULL,46,NULL,Val_49,5,66,64.76,MISSING,tnedutS,Healthcare,121590,High
0x85a5,"{""v"": 21}",SGlnaCBTY2hvb2w=,4.4,,61,,83,Val_5,57,61.34,Val_91.19,?,Manufacturing,43252,Medium
34214,55,,13.6,U29mdHdhcmUgRW5naW5lZXI=,52-57,74,Val_45,5,277,74.57,"{""v"": 23.2}",Unemployed,,101370,Medium
34215,19-24,Master,0.4,U29mdHdhcmUgRW5naW5lZXI=,MISSING,55,61,3,Val_33,10.62-15.62,51.16,MISSING,Manufacturing,$75590,MISSING
34216,26,QmFjaGVsb3I=,4.9,,45,54-59,MISSING,nan,25,3.3,32.81,deyolpmenU,noitacudE,122474,woL
34217,18,NULL,0.4,System Admin,NULL,62,96,2,MISSING,Val_3.7,"{""v"": 50.44}",RW1wbG95ZWQ=,Education,,TG93
34218,Val_28,NULL,4.5-9.5,ML Engineer,90,85,45,0,239,81.92,3.68,Unemployed,liateR,35063,High
34219,?,Diploma,4.6,System Admin,NULL,40,76-81,,MISSING,56.56,61.41,Employed,UmV0YWls,46237,TWVkaXVt
34220,,MISSING,2.5,Business Analyst,"{""v"": 41}",56,80,"{""v"": 4}",182,MISSING,Val_76.99,Student,RmluYW5jZQ==,137081,NULL
34221,44,RGlwbG9tYQ==,0.3,,MISSING,49,65,Val_0,6-11,14.85-19.85,Val_1.99,Employed,noitacudE,,nan
34222,55,PhD,Val_8.6,System Admin,43,87-92,,1,NULL,NULL,89.49,MISSING,Manufacturing,146924,TG93
34223,46,High School,?,Q2xvdWQgRW5naW5lZXI=,74,95,?,5,"{""v"": 302}",nan,26.89,U3R1ZGVudA==,Manufacturing,,Low
34224,50,nan,nan,U3lzdGVtIEFkbWlu,"{""v"": 80}",75,74,Val_7,300,32.77,MISSING,RW1wbG95ZWQ=,IT,100786,High
34225,45,,"{""v"": 0.3}",System Admin,99-104,nan,,0,NULL,79.38,99.8-104.8,Employed,Finance,109920 USD,
0x85b2,48,UGhE,"{""v"": 0.5}",Cybersecurity Analyst,"{""v"": 45}",NULL,?,MISSING,71,60.63,"{""v"": 24.95}",deyolpmenU,Education,62258,Medium
0x85b3,36,High School,10.0,NULL,82,Val_64,"{""v"": 82}",Val_7,MISSING,24.01,43.72,?,TWFudWZhY3R1cmluZw==,105891,Medium
0x85b4,43,High School,3.2,nan,70,83,99,0,192,57.56,"{""v"": 9.92}",Unemployed,SGVhbHRoY2FyZQ==,34347,High
34229,NULL,UGhE,10.3,nan,65,86-91,80-85,7,57,NULL,,Student,Finance,,nan
34230,28,MISSING,Val_6.9,Software Engineer,?,52,51,6,,70.56,Val_25.65,Student,Healthcare,87145,Medium
0x85b7,58,Master,0.1,tsylanA ssenisuB,Val_95,Val_40,90-95,NULL,30,11.72-16.72,42.56,Employed,RmluYW5jZQ==,143909,Low
0x85b8,Val_49,TWFzdGVy,Val_1.8,Data Analyst,Val_70,84-89,45-50,Val_1,30,75.68,94.03,Unemployed,SVQ=,112961,SGlnaA==
34233,nan,High School,"{""v"": 3.7}",RGF0YSBBbmFseXN0,Val_57,94,69,?,341,Val_71.56,nan,RW1wbG95ZWQ=,Retail,23522,Medium
34234,Val_55,High School,0.2,Data Analyst,MISSING,76,69,NULL,284,54.74,4.8-9.8,RW1wbG95ZWQ=,noitacudE,97652,Medium
34235,51,QmFjaGVsb3I=,15.9-20.9,NULL,79,Val_59,86,2-7,294,72.24-77.24,92.64,Employed,,34026,?
34236,57,SGlnaCBTY2hvb2w=,12.0,,Val_61,56,62,?,159,8.5,"{""v"": 56.55}",,RmluYW5jZQ==,$108304,NULL
0x85bd,39,,"{""v"": 1.3}",,NULL,?,71,Val_0,380,0.62,27.0,RW1wbG95ZWQ=,NULL,97685,NULL
34238,Val_44,Master,?,Business Analyst,85,"{""v"": 78}",,nan,"{""v"": 163}",41.7,MISSING,Employed,Finance,81241,High
0x85bf,NULL,TWFzdGVy,6.5,Data Analyst,42,68,77,Val_5,487,"{""v"": 84.75}",20.97,Student,Education,$118676,TG93
34240,57,SGlnaCBTY2hvb2w=,0.1,Cybersecurity Analyst,83,57,92,6,nan,66.21,87.2,VW5lbXBsb3llZA==,Healthcare,?,TWVkaXVt
34241,MISSING,UGhE,1.3,Cloud Engineer,65,55,78,2-7,MISSING,71.21,2.97,deyolpmenU,SVQ=,26281,Low
0x85c2,?,loohcS hgiH,"{""v"": 3.6}",Software Engineer,nan,80,60,7-12,22,88.22,,Unemployed,Manufacturing,nan,
34243,56,High School,,,nan,MISSING,46,6,28-33,95.54,Val_38.21,Unemployed,RmluYW5jZQ==,107034,Low
0x85c4,MISSING,DhP,0.6,nimdA metsyS,50,?,92,MISSING,NULL,nan,71.5,Employed,Manufacturing,78622 USD,nan
0x85c5,41,PhD,Val_4.0,Software Engineer,NULL,52,45,3,286,8.13,11.75,Employed,RmluYW5jZQ==,24332,Medium
34246,45,MISSING,8.6,Data Analyst,84-89,nan,47-52,2,,8.32,20.11,,Finance,130106,Medium
0x85c7,MISSING,Master,"{""v"": 1.3}",NULL,90,64,,4-9,?,8.17,?,U3R1ZGVudA==,Education,117615,nan
0x85c8,"{""v"": 35}",SGlnaCBTY2hvb2w=,MISSING,,90,"{""v"": 69}",51,MISSING,Val_336,Val_72.74,"{""v"": 60.37}",Unemployed,TWFudWZhY3R1cmluZw==,68134,hgiH
34249,46,QmFjaGVsb3I=,Val_0.4,System Admin,92,96,MISSING,6-11,Val_485,11.93,77.62,Student,Retail,58270 USD,TG93
34250,40,High School,4.0,Data Analyst,46,NULL,53,,271,"{""v"": 3.85}",9.05,Employed,Finance,31960 USD,TWVkaXVt
34251,NULL,?,2.6,System Admin,51-56,55,57,1,274,"{""v"": 75.06}",78.46,deyolpmenU,SGVhbHRoY2FyZQ==,78452,hgiH
34252,nan,Bachelor,5.0,,53,98,Val_95,0,342,92.19,Val_72.96,deyolpmenU,NULL,124846,High
34253,33,Master,0.2,ML Engineer,56,,75,MISSING,144,1.98-6.98,18.37,Student,NULL,88757,
34254,44,amolpiD,Val_5.1,Software Engineer,59,89,?,Val_0,Val_466,81.78,10.02,Employed,UmV0YWls,129372,nan
34255,"{""v"": 26}",DhP,13.4,Q3liZXJzZWN1cml0eSBBbmFseXN0,NULL,"{""v"": 91}",81,7-12,,Val_47.71,,Student,liateR,27893,Low
0x85d0,22,RGlwbG9tYQ==,8.6,Software Engineer,NULL,79,Val_52,6,183,NULL,?,U3R1ZGVudA==,NULL,117598,Medium
34257,25,High School,2.1,Software Engineer,Val_84,54,69-74,Val_7,264,69.61-74.61,MISSING,nan,Manufacturing,$30588,SGlnaA==
0x85d2,35,High School,0.6,MISSING,56,?,51,5,448-453,Val_95.06,96.73,VW5lbXBsb3llZA==,Manufacturing,132851,TG93
34259,52,QmFjaGVsb3I=,3.9-8.9,Business Analyst,Val_86,Val_87,Val_78,5,2,77.52,93.74,U3R1ZGVudA==,Retail,135663,High
34260,?,Bachelor,Val_1.7,Software Engineer,78,MISSING,96,Val_2,24,45.86,Val_7.85,Student,SGVhbHRoY2FyZQ==,50313 USD,High
0x85d5,40,nan,0.1,Q3liZXJzZWN1cml0eSBBbmFseXN0,51,"{""v"": 79}",73-78,3,334-339,?,72.21,Unemployed,SGVhbHRoY2FyZQ==,103628,MISSING
34262,43,Diploma,?,tsylanA ataD,60,68,56,4-9,253,65.32,50.41,VW5lbXBsb3llZA==,SVQ=,31482,High
34263,56,amolpiD,3.9,Q2xvdWQgRW5naW5lZXI=,90,93,60,6,151,89.14,"{""v"": 55.32}",Employed,Finance,NULL,NULL
34264,"{""v"": 41}",?,"{""v"": 7.5}",System Admin,46,Val_53,85,1,70,65.85,nan,Student,Retail,126877,High
34265,27,SGlnaCBTY2hvb2w=,19.5,ML Engineer,63-68,76,96,nan,"{""v"": 310}",nan,26.74,VW5lbXBsb3llZA==,Retail,95249,SGlnaA==
34266,"{""v"": 32}",,10.1-15.1,Q2xvdWQgRW5naW5lZXI=,79,65,98,0,492,61.46,96.86,NULL,SVQ=,67342,Low
34267,55-60,UGhE,3.9,Q2xvdWQgRW5naW5lZXI=,"{""v"": 42}",90,78,6,316,,54.02,Student,Manufacturing,23749,muideM
34268,37,RGlwbG9tYQ==,8.2,Cybersecurity Analyst,,62,Val_84,nan,452,12.21,87.67,nan,TWFudWZhY3R1cmluZw==,146934,Low
0x85dd,46,MISSING,8.8,Data Analyst,98-103,41-46,68,MISSING,?,nan,?,Unemployed,NULL,nan,?
0x85de,23,QmFjaGVsb3I=,17.0,TUwgRW5naW5lZXI=,86,79,46,4-9,Val_318,54.79,59.47,deyolpmE,MISSING,80680 USD,SGlnaA==
0x85df,26-31,Diploma,Val_1.4,Cybersecurity Analyst,53,63,,4,377,2.66,MISSING,deyolpmE,TWFudWZhY3R1cmluZw==,58721,?
34272,MISSING,TWFzdGVy,1.5,Cloud Engineer,?,42,72,6,442,42.88,95.14,deyolpmE,Manufacturing,22426,Medium
34273,56,loohcS hgiH,1.2,Data Analyst,90-95,84,81,4,nan,36.57,"{""v"": 67.66}",nan,nan,132228,High
34274,NULL,?,11.6,MISSING,NULL,72,73,1,372,19.28,nan,Unemployed,IT,57812,hgiH
0x85e3,NULL,amolpiD,5.8,NULL,90,81-86,83,3,304,59.61,MISSING,RW1wbG95ZWQ=,ecnaniF,128410,MISSING
34276,37,,Val_0.8,?,48,"{""v"": 50}",96,MISSING,"{""v"": 84}",Val_61.84,53.19,Student,SGVhbHRoY2FyZQ==,63863,?
34277,28,,16.3,ML Engineer,84,NULL,52,4,85,Val_62.19,70.46,MISSING,Manufacturing,,nan
0x85e6,44,DhP,4.7,,59,"{""v"": 92}",72,,36,MISSING,87.95,,Manufacturing,35022,High
0x85e7,nan,MISSING,,NULL,Val_82,MISSING,"{""v"": 41}",7,108,"{""v"": 26.83}",Val_32.79,tnedutS,Finance,$50649,NULL
34280,24,RGlwbG9tYQ==,2.9,U3lzdGVtIEFkbWlu,77,,68,5-10,427,MISSING,14.99,Unemployed,Education,50203 USD,?
34281,20,SGlnaCBTY2hvb2w=,7.4,Business Analyst,MISSING,45,92,1-6,Val_381,89.99,22.07,Employed,Finance,$46667,High
34282,22,PhD,1.9,Software Engineer,97,"{""v"": 81}",43,,258,45.55,25.02,Student,Manufacturing,39477 USD,TG93
0x85eb,?,?,5.6,Business Analyst,,52,MISSING,7,90,"{""v"": 21.7}",16.58,RW1wbG95ZWQ=,NULL,65029,Medium
34284,33,Bachelor,6.3-11.3,NULL,60,69,"{""v"": 71}",3,52,58.02,,VW5lbXBsb3llZA==,MISSING,$114496,NULL
34285,29,loohcS hgiH,8.8-13.8,?,46,NULL,NULL,nan,Val_141,13.7,41.66,RW1wbG95ZWQ=,,126958,Medium
